"rental_id","rental_date","inventory_id","customer_id","return_date","staff_id","last_update"
281532,2010-01-08 06:29:32,2157,434,2010-01-13 01:44:19,12,2010-01-04 03:00:35
281533,2010-01-08 12:34:00,1291,29,2010-01-13 06:29:32,7,2010-01-04 04:57:29
281534,2010-01-08 15:08:38,1296,466,2010-01-10 12:34:00,13,2010-01-04 06:47:56
281535,2010-01-08 17:26:34,3779,404,2010-01-09 15:08:38,14,2010-01-04 08:15:18
281536,2010-01-09 00:38:36,3,255,2010-01-13 17:26:34,115,2010-01-04 10:29:16
281537,2010-01-09 01:57:07,501,105,2010-01-11 00:38:36,14,2010-01-04 12:24:54
281538,2010-01-09 03:49:10,2795,449,2010-01-14 01:57:07,71,2010-01-04 13:53:41
281539,2010-01-09 04:24:50,2415,259,2010-01-10 03:49:10,116,2010-01-04 14:03:08
281540,2010-01-09 05:09:41,3715,293,2010-01-10 04:24:50,68,2010-01-04 15:55:46
281541,2010-01-09 05:53:42,3043,169,2010-01-10 05:09:41,17,2010-01-04 17:51:57
281542,2010-01-09 07:49:37,4414,129,2010-01-13 05:53:42,120,2010-01-04 18:12:53
281543,2010-01-09 09:34:05,1053,131,2010-01-10 07:49:37,120,2010-01-04 18:33:29
281544,2010-01-09 10:17:57,730,571,2010-01-13 09:34:05,20,2010-01-04 20:28:26
281545,2010-01-09 12:05:17,537,432,2010-01-12 10:17:57,125,2010-01-04 22:08:20
281546,2010-01-09 13:54:56,3631,196,2010-01-11 12:05:17,14,2010-01-05 00:08:14
281547,2010-01-09 14:46:49,2871,422,2010-01-14 13:54:56,74,2010-01-05 01:18:13
281548,2010-01-09 15:47:58,1874,116,2010-01-13 14:46:49,11,2010-01-05 01:33:54
281549,2010-01-09 17:04:04,4459,559,2010-01-14 15:47:58,119,2010-01-05 03:06:10
281550,2010-01-09 18:44:21,1745,587,2010-01-13 17:04:04,71,2010-01-05 05:14:07
281551,2010-01-09 21:05:48,1421,382,2010-01-14 18:44:21,116,2010-01-05 05:59:19
281552,2010-01-09 21:50:16,1645,44,2010-01-12 21:05:48,1,2010-01-05 06:50:51
281553,2010-01-09 23:02:21,744,229,2010-01-12 21:50:16,7,2010-01-05 08:06:44
281554,2010-01-09 23:43:36,1004,12,2010-01-14 23:02:21,125,2010-01-05 08:27:52
281555,2010-01-10 00:35:43,2256,173,2010-01-14 23:43:36,80,2010-01-05 08:43:59
281556,2010-01-10 01:34:41,3913,570,2010-01-14 00:35:43,18,2010-01-05 09:13:03
281557,2010-01-10 02:26:21,3009,236,2010-01-13 01:34:41,14,2010-01-05 11:24:40
281558,2010-01-10 04:44:40,3589,473,2010-01-13 02:26:21,17,2010-01-05 12:42:07
281559,2010-01-10 07:04:42,3396,57,2010-01-15 04:44:40,117,2010-01-05 15:05:34
281560,2010-01-10 08:40:29,3386,363,2010-01-12 07:04:42,70,2010-01-05 15:25:00
281561,2010-01-10 09:10:52,3511,98,2010-01-15 08:40:29,120,2010-01-05 17:13:01
281562,2010-01-10 10:16:42,2902,188,2010-01-11 09:10:52,116,2010-01-05 17:50:58
281563,2010-01-10 12:42:40,564,281,2010-01-13 10:16:42,124,2010-01-05 18:53:55
281564,2010-01-10 15:01:19,1209,541,2010-01-12 12:42:40,71,2010-01-05 19:06:53
281565,2010-01-10 17:18:17,1576,215,2010-01-14 15:01:19,66,2010-01-05 20:27:51
281566,2010-01-10 19:08:22,1373,522,2010-01-14 17:18:17,72,2010-01-05 22:02:57
281567,2010-01-10 21:11:05,4411,499,2010-01-11 19:08:22,69,2010-01-05 22:23:39
281568,2010-01-10 23:29:21,3105,44,2010-01-13 21:11:05,3,2010-01-06 00:23:12
281569,2010-01-11 01:47:07,1430,497,2010-01-13 23:29:21,115,2010-01-06 01:35:21
281570,2010-01-11 07:42:29,2587,451,2010-01-14 01:47:07,67,2010-01-06 03:11:31
281571,2010-01-11 14:49:31,1889,11,2010-01-12 07:42:29,113,2010-01-06 03:42:48
281572,2010-01-11 19:50:40,3537,581,2010-01-16 14:49:31,1,2010-01-06 04:28:40
281573,2010-01-12 02:09:16,3629,379,2010-01-13 19:50:40,116,2010-01-06 05:35:17
281574,2010-01-12 03:44:03,4560,67,2010-01-15 02:09:16,119,2010-01-06 07:59:15
281575,2010-01-12 08:26:08,729,314,2010-01-13 03:44:03,21,2010-01-06 10:09:59
281576,2010-01-12 12:31:29,3412,529,2010-01-14 08:26:08,14,2010-01-06 11:43:50
281577,2010-01-12 19:30:17,3037,57,2010-01-14 12:31:29,119,2010-01-06 12:07:18
281578,2010-01-12 21:15:04,3488,472,2010-01-14 19:30:17,1,2010-01-06 13:15:52
281579,2010-01-13 03:29:24,3169,464,2010-01-14 21:15:04,19,2010-01-06 15:19:16
281580,2010-01-13 06:27:57,3709,158,2010-01-14 03:29:24,62,2010-01-06 17:30:32
281581,2010-01-13 11:51:24,4386,198,2010-01-14 06:27:57,6,2010-01-06 19:22:08
281582,2010-01-13 18:37:58,3941,468,2010-01-16 11:51:24,4,2010-01-06 21:09:49
281583,2010-01-13 20:14:02,3582,15,2010-01-14 18:37:58,124,2010-01-06 22:36:27
281584,2010-01-13 22:49:36,1998,262,2010-01-16 20:14:02,13,2010-01-06 22:43:18
281585,2010-01-14 05:22:18,1367,552,2010-01-17 22:49:36,67,2010-01-07 00:50:19
281586,2010-01-14 09:11:51,2591,363,2010-01-16 05:22:18,65,2010-01-07 01:21:46
281587,2010-01-14 10:58:35,1843,15,2010-01-15 09:11:51,124,2010-01-07 03:00:30
281588,2010-01-14 14:39:29,2224,407,2010-01-16 10:58:35,15,2010-01-07 04:34:49
281589,2010-01-14 17:17:07,3863,278,2010-01-18 14:39:29,16,2010-01-07 04:56:45
281590,2010-01-15 00:06:31,4394,279,2010-01-17 17:17:07,19,2010-01-07 06:12:17
281591,2010-01-15 07:13:31,79,435,2010-01-19 00:06:31,76,2010-01-07 06:43:54
281592,2010-01-15 11:44:43,4500,378,2010-01-19 07:13:31,117,2010-01-07 07:54:55
281593,2010-01-15 15:51:30,4261,160,2010-01-19 11:44:43,14,2010-01-07 08:11:09
281594,2010-01-15 17:27:16,374,279,2010-01-18 15:51:30,1,2010-01-07 09:38:20
281595,2010-01-15 20:33:33,1121,55,2010-01-16 17:27:16,124,2010-01-07 09:58:48
281596,2010-01-16 01:41:08,2408,347,2010-01-17 20:33:33,13,2010-01-07 10:43:48
281597,2010-01-16 02:40:30,1055,366,2010-01-18 01:41:08,63,2010-01-07 12:39:40
281598,2010-01-16 03:17:45,1994,443,2010-01-17 02:40:30,71,2010-01-07 13:20:42
281599,2010-01-16 03:58:21,3321,547,2010-01-20 03:17:45,64,2010-01-07 15:39:43
281600,2010-01-16 05:46:24,2995,49,2010-01-17 03:58:21,65,2010-01-07 16:52:42
281601,2010-01-16 06:41:46,2611,134,2010-01-19 05:46:24,69,2010-01-07 18:41:44
281602,2010-01-16 07:41:40,4495,246,2010-01-21 06:41:46,19,2010-01-07 20:11:06
281603,2010-01-16 10:07:00,1460,214,2010-01-18 07:41:40,121,2010-01-07 22:09:31
281604,2010-01-16 12:12:15,2061,559,2010-01-20 10:07:00,79,2010-01-07 23:16:31
281605,2010-01-16 12:41:49,420,135,2010-01-18 12:12:15,113,2010-01-08 00:33:57
281606,2010-01-16 14:26:47,1679,306,2010-01-18 12:41:49,123,2010-01-08 01:52:05
281607,2010-01-16 15:13:27,2210,430,2010-01-17 14:26:47,18,2010-01-08 03:14:37
281608,2010-01-16 16:23:31,2075,174,2010-01-21 15:13:27,12,2010-01-08 04:32:45
281609,2010-01-16 17:17:47,2583,275,2010-01-18 16:23:31,72,2010-01-08 05:57:14
281610,2010-01-16 18:03:05,2916,467,2010-01-21 17:17:47,2,2010-01-08 07:28:34
281611,2010-01-16 19:36:47,1312,94,2010-01-19 18:03:05,4,2010-01-08 08:53:46
281612,2010-01-16 20:29:05,3448,346,2010-01-19 19:36:47,116,2010-01-08 09:31:28
281613,2010-01-16 21:45:26,268,393,2010-01-19 20:29:05,63,2010-01-08 10:40:44
281614,2010-01-16 22:41:31,1316,409,2010-01-20 21:45:26,67,2010-01-08 12:59:47
281615,2010-01-17 00:58:08,1642,292,2010-01-18 22:41:31,126,2010-01-08 14:05:01
281616,2010-01-17 02:00:58,2515,401,2010-01-22 00:58:08,8,2010-01-08 14:57:09
281617,2010-01-17 03:10:52,653,60,2010-01-21 02:00:58,21,2010-01-08 15:48:19
281618,2010-01-17 03:53:38,2276,599,2010-01-22 03:10:52,118,2010-01-08 16:53:18
281619,2010-01-17 04:34:00,1513,139,2010-01-22 03:53:38,65,2010-01-08 17:03:57
281620,2010-01-17 05:21:33,978,364,2010-01-19 04:34:00,63,2010-01-08 17:25:27
281621,2010-01-17 05:53:27,981,509,2010-01-22 05:21:33,11,2010-01-08 18:54:53
281622,2010-01-17 07:32:35,2283,556,2010-01-18 05:53:27,81,2010-01-08 21:13:40
281623,2010-01-17 09:18:39,2730,196,2010-01-19 07:32:35,73,2010-01-08 23:13:56
281624,2010-01-17 10:14:43,357,317,2010-01-20 09:18:39,71,2010-01-09 01:37:13
281625,2010-01-17 12:02:21,4006,418,2010-01-20 10:14:43,119,2010-01-09 01:44:47
281626,2010-01-17 13:31:28,1849,532,2010-01-21 12:02:21,12,2010-01-09 03:00:51
281627,2010-01-17 15:51:09,1826,463,2010-01-22 13:31:28,63,2010-01-09 04:50:56
281628,2010-01-17 16:26:27,2330,547,2010-01-22 15:51:09,115,2010-01-09 05:19:40
281629,2010-01-17 16:56:29,2715,587,2010-01-20 16:26:27,122,2010-01-09 07:25:53
281630,2010-01-17 18:06:21,3290,197,2010-01-18 16:56:29,4,2010-01-09 07:41:37
281631,2010-01-17 19:02:52,3169,38,2010-01-21 18:06:21,64,2010-01-09 09:32:30
281632,2010-01-17 20:56:27,3751,543,2010-01-20 19:02:52,69,2010-01-09 10:19:16
281633,2010-01-17 22:58:32,705,390,2010-01-20 20:56:27,67,2010-01-09 11:43:23
281634,2010-01-18 00:00:22,4188,437,2010-01-22 22:58:32,68,2010-01-09 12:52:45
281635,2010-01-18 03:28:40,3344,283,2010-01-23 00:00:22,115,2010-01-09 14:39:35
281636,2010-01-18 06:16:46,375,536,2010-01-20 03:28:40,74,2010-01-09 16:01:00
281637,2010-01-18 13:25:58,2570,252,2010-01-19 06:16:46,10,2010-01-09 17:23:36
281638,2010-01-18 20:41:11,2661,410,2010-01-22 13:25:58,115,2010-01-09 17:40:15
281639,2010-01-19 01:52:08,3287,234,2010-01-21 20:41:11,120,2010-01-09 18:06:07
281640,2010-01-19 08:52:59,1281,284,2010-01-22 01:52:08,66,2010-01-09 20:12:38
281641,2010-01-19 12:58:35,3618,325,2010-01-21 08:52:59,114,2010-01-09 21:33:09
281642,2010-01-19 16:15:01,100,208,2010-01-22 12:58:35,7,2010-01-09 22:01:10
281643,2010-01-19 23:12:33,3344,208,2010-01-22 16:15:01,121,2010-01-10 00:13:05
281644,2010-01-20 05:28:58,55,285,2010-01-20 23:12:33,2,2010-01-10 00:58:05
281645,2010-01-20 08:50:02,3039,7,2010-01-25 05:28:58,64,2010-01-10 02:56:48
281646,2010-01-20 15:10:45,889,158,2010-01-22 08:50:02,7,2010-01-10 03:35:11
281647,2010-01-20 19:13:28,3885,120,2010-01-22 15:10:45,64,2010-01-10 04:52:07
281648,2010-01-21 00:13:33,3969,154,2010-01-23 19:13:28,114,2010-01-10 05:07:31
281649,2010-01-21 02:00:41,2336,525,2010-01-25 00:13:33,7,2010-01-10 06:11:42
281650,2010-01-21 08:02:16,1178,49,2010-01-22 02:00:41,81,2010-01-10 08:21:43
281651,2010-01-21 09:37:31,4076,1,2010-01-22 08:02:16,73,2010-01-10 09:29:51
281652,2010-01-21 11:45:18,4199,62,2010-01-23 09:37:31,18,2010-01-10 10:03:13
281653,2010-01-21 15:02:18,3839,230,2010-01-24 11:45:18,67,2010-01-10 11:03:36
281654,2010-01-21 18:46:14,3679,593,2010-01-25 15:02:18,114,2010-01-10 12:10:19
281655,2010-01-22 02:04:47,293,382,2010-01-24 18:46:14,72,2010-01-10 13:34:00
281656,2010-01-22 06:24:41,3496,562,2010-01-27 02:04:47,15,2010-01-10 15:18:33
281657,2010-01-22 13:27:22,2921,400,2010-01-25 06:24:41,21,2010-01-10 16:14:40
281658,2010-01-22 19:36:52,1408,558,2010-01-24 13:27:22,74,2010-01-10 17:38:39
281659,2010-01-23 01:06:22,1636,362,2010-01-25 19:36:52,19,2010-01-10 19:53:12
281660,2010-01-23 01:51:07,2676,221,2010-01-25 01:06:22,4,2010-01-10 20:44:27
281661,2010-01-23 04:09:05,369,559,2010-01-28 01:51:07,121,2010-01-10 21:32:03
281662,2010-01-23 05:22:39,2705,219,2010-01-24 04:09:05,81,2010-01-10 23:46:42
281663,2010-01-23 06:25:45,2907,150,2010-01-28 05:22:39,17,2010-01-11 01:35:21
281664,2010-01-23 07:41:24,3784,430,2010-01-26 06:25:45,10,2010-01-11 02:25:58
281665,2010-01-23 09:14:29,3708,577,2010-01-28 07:41:24,10,2010-01-11 04:28:43
281666,2010-01-23 10:33:15,4546,183,2010-01-26 09:14:29,9,2010-01-11 06:21:49
281667,2010-01-23 12:46:28,3379,293,2010-01-24 10:33:15,115,2010-01-11 06:55:37
281668,2010-01-23 14:32:22,340,211,2010-01-27 12:46:28,4,2010-01-11 08:53:10
281669,2010-01-23 16:33:42,325,16,2010-01-27 14:32:22,18,2010-01-11 09:28:56
281670,2010-01-23 18:15:53,1750,340,2010-01-26 16:33:42,114,2010-01-11 10:05:16
281671,2010-01-23 19:01:14,2585,222,2010-01-26 18:15:53,16,2010-01-11 11:22:05
281672,2010-01-23 20:35:44,625,552,2010-01-26 19:01:14,66,2010-01-11 13:21:34
281673,2010-01-23 22:08:33,1970,232,2010-01-28 20:35:44,64,2010-01-11 13:52:58
281674,2010-01-23 22:41:41,2499,512,2010-01-26 22:08:33,81,2010-01-11 14:43:00
281675,2010-01-23 23:55:10,2058,550,2010-01-28 22:41:41,115,2010-01-11 16:57:47
281676,2010-01-24 01:41:19,4411,371,2010-01-25 23:55:10,116,2010-01-11 17:09:17
281677,2010-01-24 02:24:53,3517,58,2010-01-29 01:41:19,79,2010-01-11 18:49:32
281678,2010-01-24 03:16:14,561,321,2010-01-25 02:24:53,78,2010-01-11 21:01:32
281679,2010-01-24 03:58:21,186,283,2010-01-27 03:16:14,5,2010-01-11 22:04:26
281680,2010-01-24 04:56:42,1575,576,2010-01-25 03:58:21,62,2010-01-11 23:58:24
281681,2010-01-24 06:42:19,2453,249,2010-01-28 04:56:42,119,2010-01-12 01:30:46
281682,2010-01-24 07:43:38,991,597,2010-01-27 06:42:19,119,2010-01-12 03:09:28
281683,2010-01-24 09:56:08,4334,327,2010-01-28 07:43:38,72,2010-01-12 04:26:49
281684,2010-01-24 12:12:56,4542,545,2010-01-28 09:56:08,20,2010-01-12 05:19:22
281685,2010-01-24 13:28:49,3475,171,2010-01-28 12:12:56,3,2010-01-12 06:12:22
281686,2010-01-24 14:18:08,446,215,2010-01-28 13:28:49,78,2010-01-12 06:29:19
281687,2010-01-24 16:30:58,10,521,2010-01-25 14:18:08,64,2010-01-12 08:20:02
281688,2010-01-24 18:28:58,586,385,2010-01-26 16:30:58,116,2010-01-12 10:22:46
281689,2010-01-24 20:13:47,4330,175,2010-01-29 18:28:58,116,2010-01-12 12:28:09
281690,2010-01-24 22:31:41,3530,360,2010-01-25 20:13:47,66,2010-01-12 13:20:56
281691,2010-01-25 00:02:46,408,249,2010-01-28 22:31:41,69,2010-01-12 14:05:15
281692,2010-01-25 04:13:28,2817,284,2010-01-29 00:02:46,80,2010-01-12 16:27:17
281693,2010-01-25 06:30:23,1560,62,2010-01-26 04:13:28,62,2010-01-12 17:26:46
281694,2010-01-25 10:06:32,1172,23,2010-01-27 06:30:23,10,2010-01-12 17:53:06
281695,2010-01-25 12:27:51,4488,278,2010-01-27 10:06:32,67,2010-01-12 19:46:24
281696,2010-01-25 17:10:28,2692,387,2010-01-30 12:27:51,75,2010-01-12 20:48:00
281697,2010-01-25 18:47:37,147,282,2010-01-26 17:10:28,77,2010-01-12 21:47:38
281698,2010-01-25 21:25:32,3951,441,2010-01-27 18:47:37,79,2010-01-12 22:24:08
281699,2010-01-26 01:10:24,4434,464,2010-01-26 21:25:32,15,2010-01-13 00:07:16
281700,2010-01-26 04:35:09,57,134,2010-01-27 01:10:24,113,2010-01-13 02:09:46
281701,2010-01-26 06:39:43,3194,222,2010-01-28 04:35:09,74,2010-01-13 02:27:50
281702,2010-01-26 07:33:33,2479,225,2010-01-28 06:39:43,70,2010-01-13 03:47:29
281703,2010-01-26 11:07:52,2715,399,2010-01-27 07:33:33,125,2010-01-13 05:42:17
281704,2010-01-26 14:21:27,2070,251,2010-01-30 11:07:52,4,2010-01-13 06:27:16
281705,2010-01-26 17:36:11,2131,29,2010-01-29 14:21:27,5,2010-01-13 07:19:32
281706,2010-01-26 19:09:30,1899,59,2010-01-27 17:36:11,6,2010-01-13 08:28:01
281707,2010-01-26 19:56:06,4288,344,2010-01-30 19:09:30,21,2010-01-13 10:39:02
281708,2010-01-26 22:18:24,1922,47,2010-01-27 19:56:06,11,2010-01-13 10:51:34
281709,2010-01-27 00:40:39,853,344,2010-01-31 22:18:24,69,2010-01-13 12:29:46
281710,2010-01-27 03:14:21,527,356,2010-01-29 00:40:39,6,2010-01-13 14:02:16
281711,2010-01-27 05:59:51,1974,440,2010-01-29 03:14:21,8,2010-01-13 16:02:04
281712,2010-01-27 09:38:01,4529,440,2010-01-31 05:59:51,15,2010-01-13 16:34:49
281713,2010-01-27 12:44:55,4465,385,2010-01-31 09:38:01,117,2010-01-13 17:18:07
281714,2010-01-27 14:05:33,808,377,2010-01-29 12:44:55,64,2010-01-13 17:41:02
281715,2010-01-27 15:38:08,1549,2,2010-01-30 14:05:33,75,2010-01-13 18:54:54
281716,2010-01-27 17:53:14,1225,258,2010-01-31 15:38:08,10,2010-01-13 19:54:31
281717,2010-01-27 19:47:33,3075,210,2010-01-28 17:53:14,114,2010-01-13 20:43:07
281718,2010-01-27 22:00:49,3983,139,2010-02-01 19:47:33,73,2010-01-13 21:01:23
281719,2010-01-28 01:36:39,3591,340,2010-01-28 22:00:49,16,2010-01-13 21:33:18
281720,2010-01-28 04:56:47,638,567,2010-01-29 01:36:39,117,2010-01-13 23:07:00
281721,2010-01-28 06:14:15,1684,249,2010-02-02 04:56:47,19,2010-01-14 00:57:09
281722,2010-01-28 08:04:25,1228,221,2010-02-01 06:14:15,77,2010-01-14 01:54:03
281723,2010-01-28 10:19:35,4210,392,2010-02-02 08:04:25,62,2010-01-14 03:38:50
281724,2010-01-28 13:38:16,2533,471,2010-02-02 10:19:35,115,2010-01-14 04:50:47
281725,2010-01-28 15:20:59,4336,313,2010-02-02 13:38:16,121,2010-01-14 05:50:31
281726,2010-01-28 18:07:15,4063,362,2010-01-29 15:20:59,9,2010-01-14 07:32:33
281727,2010-01-28 19:48:59,2931,431,2010-01-29 18:07:15,124,2010-01-14 08:47:10
281728,2010-01-28 23:18:12,1220,370,2010-02-02 19:48:59,113,2010-01-14 11:06:04
281729,2010-01-29 02:56:44,2308,41,2010-01-29 23:18:12,124,2010-01-14 11:29:13
281730,2010-01-29 04:31:00,564,354,2010-02-01 02:56:44,12,2010-01-14 11:55:55
281731,2010-01-29 05:22:58,2463,447,2010-02-01 04:31:00,2,2010-01-14 13:54:47
281732,2010-01-29 08:01:22,25,388,2010-02-01 05:22:58,74,2010-01-14 15:31:57
281733,2010-01-29 09:59:47,3533,233,2010-02-02 08:01:22,2,2010-01-14 16:01:24
281734,2010-01-29 10:51:57,2961,182,2010-02-03 09:59:47,72,2010-01-14 16:53:59
281735,2010-01-29 14:27:52,3991,366,2010-02-01 10:51:57,73,2010-01-14 19:02:14
281736,2010-01-29 17:32:23,490,486,2010-01-30 14:27:52,64,2010-01-14 20:17:25
281737,2010-01-29 18:50:43,2050,220,2010-01-31 17:32:23,7,2010-01-14 21:57:04
281738,2010-01-29 21:02:38,1877,542,2010-01-30 18:50:43,77,2010-01-14 22:12:12
281739,2010-01-29 23:05:07,4230,153,2010-02-02 21:02:38,16,2010-01-15 00:12:24
281740,2010-01-30 02:12:03,2709,528,2010-02-03 23:05:07,125,2010-01-15 01:01:12
281741,2010-01-30 02:31:08,3776,6,2010-02-03 02:12:03,5,2010-01-15 02:38:33
281742,2010-01-30 03:41:40,3750,373,2010-01-31 02:31:08,126,2010-01-15 05:00:16
281743,2010-01-30 04:11:59,4147,548,2010-02-04 03:41:40,71,2010-01-15 05:35:30
281744,2010-01-30 05:18:42,1960,149,2010-02-04 04:11:59,115,2010-01-15 07:18:18
281745,2010-01-30 06:24:17,3063,142,2010-01-31 05:18:42,120,2010-01-15 08:47:49
281746,2010-01-30 06:46:28,258,313,2010-02-03 06:24:17,7,2010-01-15 09:37:44
281747,2010-01-30 07:56:24,4000,104,2010-02-01 06:46:28,1,2010-01-15 09:57:20
281748,2010-01-30 08:45:10,1756,134,2010-01-31 07:56:24,75,2010-01-15 11:11:05
281749,2010-01-30 09:17:28,4417,146,2010-01-31 08:45:10,124,2010-01-15 11:45:03
281750,2010-01-30 09:44:26,2133,395,2010-02-01 09:17:28,15,2010-01-15 12:18:01
281751,2010-01-30 10:31:14,1995,537,2010-02-04 09:44:26,69,2010-01-15 13:07:21
281752,2010-01-30 11:39:37,1174,162,2010-02-04 10:31:14,6,2010-01-15 14:26:51
281753,2010-01-30 12:05:14,3119,593,2010-02-03 11:39:37,70,2010-01-15 14:53:56
281754,2010-01-30 12:51:09,1762,173,2010-02-03 12:05:14,80,2010-01-15 16:38:05
281755,2010-01-30 13:47:48,3140,43,2010-02-02 12:51:09,9,2010-01-15 18:16:59
281756,2010-01-30 14:20:28,898,82,2010-02-03 13:47:48,75,2010-01-15 19:08:54
281757,2010-01-30 15:25:19,65,394,2010-02-04 14:20:28,2,2010-01-15 21:18:03
281758,2010-01-30 15:58:39,3878,480,2010-02-02 15:25:19,8,2010-01-15 22:12:03
281759,2010-01-30 16:58:20,3471,163,2010-02-02 15:58:39,67,2010-01-15 23:32:11
